id,name,address,contact,Email Address, district,type,,
438,Dhanalakshmi Srinivasan Medical College And Hospital Blood Centre,"1st floor Diagnostic Block, Trichy Chennai Highways (NH 45) Siruvachur, Perambaulur, Dist. Perambalur",7339158152,bloodbank@annaiimedicalcollege.edu.in,Charitable/Vol,Camps,,
439,Dhanvantri Charitable Trust Blood Bank,"Roaatory Building, No.1. Old Post office Road, Sathyamangalam, Erode District, Sathyamangalam, Dist. Erode",0,madurai.bloodbank@gmail.com,Charitable/Vol,Camps,,
440,Doctors Blood Centre And Research Centre (Run By Ddc Charitable Trust),"123/1, Puthur Main Road, Woraiyur, Trichy, Dist. Tiruchirappalli",9884067038 7824821208,muthu_lab@yahoo.com,Charitable/Vol,Camps,,
441,Dombucherry (BSU),Dist. Theni,9940680832,bharathbloodbank10@gmail.com,Govt.,Camps,,
442,Dr. Kamakshi Memorial Blood Bank And Blood Components Research Centre,"No.1, Radial Road, PallikaranaiI,Chennai, Chennai, Dist. Chennai",0,bbnmch1234@gmail.com,Charitable/Vol,Camps,,
443,Dr. Rela Institute AND Medical Centre City - Chennai,"7, CLC Works Rd, Nagappa Nagar, Chromepet, Chennai, Tamil Nadu, Chennai, Dist. Chennai",0,ramasubramaniam.n@naruvihospitals.com,Private,Camps,,
444,Elampillai (BSU),Dist. Salem,9842437887,nationalvoluntarybloodcentre@gmail.com,Govt.,Camps,,
445,Eral (BSU),Dist. Thoothukkudi,0,palanibloodbank@gmail.com,Govt.,Camps,,
446,Erode Blood Centre AND Clinical Laboratory,"NO. 43, 1ST FLOOR, PATEL STREET, ERODE, ERODE, Dist. Erode",9150005013,Pmchribloodbank@gmail.com,Private,Camps,,
447,Erwadi (BSU),Dist. Ramanathapuram,9176633665,pdl.bloodbank@gmail.com,Govt.,Camps,,
448,FIMS Hospital Blood Centre,"Run by Cavery Charitable Trust, 1st Floor, 193/145-B, Pollahi Mani Road, Sundarapuram, Coimbatore, Coimbatore, Dist. Coimbatore",9843255273,bloodbank@psgimsr.ac.in,Charitable/Vol,Camps,,
449,Fortis Malar Hospitals Ltd. Blood Centre,"52 First Main Road, Gandhi Nagar, Adyar, Chennai, Dist. Chennai",4444777199,revathimedicalcenter@gmail.com,Private,Camps,,
450,Ganga Hospital Blood Centre,"313, Mettupalayam Road,Coimbatore, Coimbatore, Dist. Coimbatore",6381510875,vhsbbbloodbank@gmail.com,Private,Camps,,
451,Gleneagles Health City Blood Centre,"No. 439, Cheran Nagar, Perumbakkam, Chennai, Dist. Chennai",9751809895,salembloodbanks@gmail.com,Private,Camps,,
452,Goverment District Headquarters Hospital Manapari,"Goverment head Qtrs Hospital, Manaparai, Viralai Malai Road, Manaparrai, Manaparrai, Dist. Tiruchirappalli",9003917536,sankarabloodbankkpm@gmail.com,Govt.,Camps,,
453,"Government Aringnar Anna Memorial Cancer Hospital,","Government Aringnar Anna Memorial Cancer Hospital, , Chennai Bangalore Highway NH 4, KANCHIPURAM, kanchipuram, Dist. Kanchipuram",9524513125,bloodbank.smc@saveetha.com,Govt.,Camps,,
454,Government Coimbatore Medical College and Hospital,"Trichy Road, Gopalapuram, Coimbatore, Coimbatore, Dist. Coimbatore",9842351094,bloodbank@shanthisocialservices.org,Govt.,Camps,,
455,Government District Head Quarter Hospital Mannarkudi,"District Head Quarter Hospital, Mannarkudi, Thiruvarur District., Mannarkudi, Dist. Thiruvarur",9894346446,shifaillm2015@gmail.com,Govt.,Camps,,
456,"Government District Headquarters Hospital, Cuddalore","Karuveppilankurichi, Nellikuppam,Main Road, Cuddalore, CUDDALORE, Dist. Cuddalore",9942486422,bloodbank@sssmcri.ac.in,Govt.,Camps,,
457,Government District Head Quarters Hospital Pennagaram,"Government District Head Quarters Hospital, Pennagaram, Dharmapuri District, Pennagaram, Dist. Dharmapuri",9894780549,sivanblood@yahoo.com,Govt.,Camps,,
458,Government District Headquarters Hospital Pollachi,"NH 209, Palaghat Road, Palaghat, Pollachi, Pollachi, Dist. Coimbatore",959713706,srperbb@gmail.com,Govt.,Camps,,
459,"Government Erode Medical College and Hospital, Perundurai","Government Erode Medical College & Hospital, Sanatorium,Perundurai, Erode District, Perundurai, Dist. Erode",9443025241,Spmmhospital@gmail.com,Govt.,Camps,,
460,Government ESI Hospital Coimbatore,"ESI Hospital Coimbatore, Coimbatore, Dist. Coimbatore",9443070613,bloodbanksbmch@gmail.com,Govt.,Camps,,
461,"Government Head Quarters Hospital, Kanchipuram","RAILWAY ROAD KANCHIPURAM, Kanchipuram, Dist. Kanchipuram",9443422487,svbbchn@gmail.com,Govt.,Camps,,
462,"Government Headquarters Hospital, Kumbakonam","Government Headquarters Hospital, Dr. Moorthy Road, Kumbakonam, Thanjavur, Kumbakonam, Dist. Thanjavur",9443268190,kalibloodbankkumbakonam@gmail.com,Govt.,Camps,,
463,"Government Head Quarters Hospital, Padmanabhapuram","Government Head Quarters Hospital, Padmanabhapuram, NH 66, Thuckalay, Tamil Nadu, Padmanabhapuram, Dist. Kanyakumari",7418000138,kalibloodbankthanjavur@gmail.com,Govt.,Camps,,
464,"Government Headquarters Hospital, Tenkasi","Kodikuruchi-Tenkasi Road, Near new Bus Stand, Tenkasi, Tenkasi, Dist. Tenkasi",9443686911,bloodcentre@slmch.ac.in,Govt.,Camps,,
465,"Government Hospital, Ambasamudram","Government Hospital, Ambasamudram, Athusalai road, Ambasamudram, Dist. Tirunelveli",0,sriramakrishnabb@gmail.com,Govt.,Camps,,
466,Government Hospital Arakkonam,"Government Hospital, Arakonam , Gandhi Nagar Arakonam Vellore Tamil Nadu, Arakkonam, Dist. Ranipet",9843972362,shrishellaphahospital@gmail.com,Govt.,Camps,,
467,"Government Hospital, Attur","Government Hospital, Attur, Attur, Dist. Salem",9842225474,svhtvr82@gmail.com,Govt.,Camps,,
468,Government Hospital Blood Centre Sivakasi,"SIVAKASI GOVERMENT HOSPITAL RAILWAY FEEDER ROAD, Sivaksai, Dist. Virudhunagar",8012528800,transfusionmedicine@simshospitals.com,Govt.,Camps,,
469,"Government Hospital, Cumbum","Government Hospital, Cumbum, Theni District., Cumbum , Dist. Theni",04171221111 9003563054,stjosephhospital1956@gmail.com,Govt.,Camps,,
470,Government Hospital Gopichettipalayam,"Government Hospital, Gopichettipalayam, Gobi, Dist. Erode",9962347975,bloodbank@spmch.ac.in,Govt.,Camps,,
471,"Government Hospital, Gudiyatham","54, Government Hospital Road, Pudupet, Gudiyatham, Dist. Vellore",7708787590,sthlcchetpet@gmail.com,Govt.,Camps,,
472,"Government Hospital, Maduranthagam","Government Hospital, Maduranthagam, Hospital Rd, Maduranthakam, Tamil Nadu 603306, Kanchipuram, Dist. Chengalpattu",8098630851,sugambloodbanktheni@gmail.com,Govt.,Camps,,
473,"Government Hospital, Palani","Government Hospital, Palani, Dindigul Road , Palani, Dist. Dindigul",9688649548,svbccbe@gmail.com,Govt.,Camps,,
474,"Government Hospital, Rajapalayam","Government Hospital, Rajapalayam, Rajapalayam, Dist. Virudhunagar",9003885447,pathology@tagoremch.com,Govt.,Camps,,
475,"Government Hospital, Sankarankoil","Government Hospital, Sankarankoil, Sankarankoil, Dist. Tenkasi",9443497696,tamilnaduvoluntarybb2018@gmail.com,Govt.,Camps,,
476,"Government Hospital, Tambaram at Chrompet","Grand Southern Trunk Rd, Mahalakshmi Colony, Chromepet, Chennai, Tamil Nadu 600044, Tambaram, Dist. Chengalpattu",9364101010,r.s.s.sundaram@gmail.com,Govt.,Camps,,
477,"Government Hospital, Tindivanam","Government Hospital, Tindivanam, Tindivanam, Dist. Viluppuram",9976786688,bloodbank@mmm.org.in,Govt.,Camps,,
478,"Government Hospital, Tiruchengodu","Government Hospital, Vellore Road, Tiruchengodu, Tiruchengodu, Dist. Namakkal",9003017065,dean@mc.srmtrichy.edu.in,Govt.,Camps,,
479,Government Hospital Ulunderpet,"Goverenment Hospital, Ulunderpet, 250,Kallukurichi Road,Bus Stand Back Side, Ulunderpet, Dist. Kallakurichi",8940266751,imarotarybloodbankudt@gmail.com,Govt.,Camps,,
480,Government Institute Of Obstetrics And Gynaecology Hospital For Women And Children,"Police Commisioners Rd, Egmore, Institute of Obstetrics and Gynecology,9, Ground Floor,  Diagonally opposite to ICU, AL Mudhaliar Block, Egmore, Chennai, Chennai, Dist. Chennai",8144899740,prabakaran@uyirthuli.co.in,Govt.,Camps,,
481,Government Kamaraj Hospital. Chidambaram,"Government Kamaraj Hospital, Chidambaram, chidambaram, Chidambaram, Dist. Cuddalore",9944529195,bloodbank@velammalmedicalcollege.edu.in,Govt.,Camps,,
482,Government Kilpauk Medical College Hospital,"822, Poonamallee High Rd, Near Ega Theatre, Kilpauk, Chennai, Dist. Chennai",9843771055,bb@velsmedicalcollege.com,Govt.,Camps,,
483,Government Medical College and Hospital Ariyalur,"Government Medical College and Hospital,No 147 first Floor, Rajaji Nagar Post, sendurai Road, Ariyalur District., Ariyalur, Dist. Ariyalur",96771 78331,vgmbloodbank@gmail.com,Govt.,Camps,,
484,"Government Medical College and Hospital, Kallakurichi","Government Medical College and Hospital, Kachiraiyapalaiyam Road, , Kallakurichi, Villupuram, Dt., Kallakurichi, Dist. Kallakurichi",7904839616,victorybloodbank@gmail.com,Govt.,Camps,,
485,Government Medical College and Hospital Krishnagiri,"Government Medical College and Hospital Krishnagiri, Krishnagiri, Dist. Krishnagiri",9443596878,bloodbankvijaya@gmail.com,Govt.,Camps,,
486,"Government Medical College and Hospital, Ramanathapuram","Government Medical College and Hospital, Ramanathapuram, Ramanathapuram, Dist. Ramanathapuram",8754724517,kvsmanagingboard@gmail.com,Govt.,Camps,,
487,Government Medical College and Hospital Tiruvallur,"Government Headquarters Hospital, Tiruvallur, Tiruvallur, Dist. Thiruvallur",6383831997,vjbbtvl2020@com,Govt.,Camps,,
488,"Government Medical College Hospital, Dindigul","Dindigul, Dindigul, Dist. Dindigul",6379655598,masonicbloodbankvellore@gmail.com,Govt.,Camps,,
489,Government Medical College Hospital Pudukottai,"Government Medical College Hospital Pudukottai, Thanjavur Main Road, Mullur Post, Pudukottai District., PUDUKKOTTAI, Pudukottai, Dist. Pudukkottai",9865425524,,Govt.,Camps,,
490,Government Medical College Hospital Tiruvannamalai,"Government Medical College and Hospital, Tiruvannamalai, Tiruvannamalai, Dist. Tiruvannamalai",9094912254,,Govt.,Camps,,
491,Government Mohankumaramangalam Medical College Hospital,"Room No;109,Superspeciality building,Government hospital, salem, Salem, Dist. Salem",9566154714,,Govt.,Camps,,
492,"Government Omanthurar Multi Super Specialty Hospital, Omandurar","Government Multi Super Specialty Hospital, , Omandurar Government Estate Opposite to The Hindu Office, Anna Salai, Chennai, Tamil Nadu 600002, Triplicane, Dist. Chennai",9976512726,,Govt.,Camps,,
493,Government Periyar Hospital Mayiladuthurai,"Gandhi Nagar, Koranad, Mayiladuthurai, Mayiladuthurai, Dist. Mayiladuthurai",0,,Govt.,Camps,,
494,"Government Raja Mirasudhar Hospital,Thanjavur","Government Raja Mirasudhar Hospital,Thanjavur, Hospital Rd, Attar Mohalla, Thanjavur, Tamil Nadu 613001, Thanajavur, Dist. Thanjavur",9840053283,,Govt.,Camps,,
495,Government Royapettah Hospital,"Westcott Road, Royapettah, Opp YMCA Ground, Chennai, Dist. Chennai",9841625135,,Govt.,Camps,,
1,Government Stanley Medical College and Hospital,"305 OSH Rd, Royapuram, Chennai, Dist. Chennai",9445098949,,Govt.,Camps,,
2,Government The Institute Of Child Health And Hospital For Children,"Govt Children Hospital, , Halls Road, egmore, chennai, Chennai, Dist. Chennai",9443674821,,Govt.,Camps,,
3,Government The Tamilnadu Dr. MGR University Chennai,"The Tamil Nadu Dr. M.G.R. Medical University, 69, Anna Salai, Rd, Guindy, Chennai, Dist. Chennai",8838481394,,Govt.,Camps,,
4,Government Tirunelveli Medical College and Hospital,"Tirunelveli Medical College Hospital, Maharajanagar post, Tirunelveli, Dist. Tirunelveli",9443015332,,Govt.,Camps,,
5,Government Vellore Medical College AND Hospital,"Arni Road, Arani Road, Opposite Staff Quarters, Adukkamparai, Vellore, Dist. Vellore",0,,Govt.,Camps,,
6,Govt Head Quarters Hospital Blood Center Aruppukottai,"Govt Head Quarters Hospital, Pandalkudi Road, Aruppukottai, Aruppukottai, Dist. Virudhunagar",0,,Govt.,Camps,,
7,"Govt. Hospital, Alangulam BSU","-, Alangulam , Dist. Tirunelveli",0,,Govt.,Camps,,
8,"Govt. Hospital, Bhavani BSU","-, Bhavani , Dist. Erode",0,,Govt.,Camps,,
9,"Govt. Hospital, Boothapandi BSU","-, Boothapandi , Dist. Kanyakumari",0,,Govt.,Camps,,
10,"Govt. Hospital, Chinna Salem BSU","-, Chinna Salem , Dist. Viluppuram",0,,Govt.,Camps,,
11,"Govt. Hospital, Devakottai BSU","-, Devakottai , Dist. Sivaganga",0,,Govt.,Camps,,
12,"Govt. Hospital, Harur BSU","-, Harur , Dist. Dharmapuri",0,,Govt.,Camps,,
13,"Govt. Hospital, Kadayanalur BSU","-, Kadayanalur , Dist. Tirunelveli",0,,Govt.,Camps,,
14,"Govt. Hospital, Kamuthi BSU","-, Kamuthi , Dist. Ramanathapuram",0,,Govt.,Camps,,
15,"Govt. Hospital, Kolli Hills BSU","-, Kolli Hills, Dist. Namakkal",0,,Govt.,Camps,,
16,"Govt. Hospital, Kulithalai BSU","-, Kulithalai , Dist. Karur",0,,Govt.,Camps,,
17,"Govt. Hospital, Kumarapalayam BSU","-, Kumarapalayam, Dist. Namakkal",0,,Govt.,Camps,,
18,"Govt. Hospital, Madukarai BSU","-, Madukarai, Dist. Coimbatore",9994464912,,Govt.,Camps,,
19,"Govt. Hospital, Musiri BSU","-, Musiri , Dist. Tiruchirappalli",0,,Govt.,Camps,,
20,"Govt. Hospital, Omalur BSU","636, 455, Salem, Omalur, Dist. Salem",0,,Govt.,Camps,,
21,"Govt. Hospital, Palacode BSU","-, Palacode , Dist. Dharmapuri",0,,Govt.,Camps,,
22,"Govt. Hospital, Paramakudi BSU","-, Paramakudi , Dist. Ramanathapuram",0,,Govt.,Camps,,
23,"Govt. Hospital, Peranampet BSU","-, Peranampet , Dist. Vellore",0,,Govt.,Camps,,
24,"Govt. Hospital, Ponneri BSU","-, Ponneri , Dist. Thiruvallur",0,,Govt.,Camps,,
25,"Govt. Hospital, Sattur BSU","-, Sattur , Dist. Virudhunagar",0,,Govt.,Camps,,
26,"Govt. Hospital, Senthamangalam BSU","-, Senthamangalam, Dist. Namakkal",0,,Govt.,Camps,,
27,"Govt. Hospital, Sriperumbuthur BSU","-, Sriperumbuthur , Dist. Kanchipuram",0,,Govt.,Camps,,
28,"Govt. Hospital, Srivaigundam BSU","-, Srivaigundam , Dist. Thoothukkudi",0,,Govt.,Camps,,
29,"Govt. Hospital, Sundakamuthur BSU","-, Sundakamuthur, Dist. Coimbatore",0,,Govt.,Camps,,
30,"Govt. Hospital, Thirumayam BSU","-, Thirumayam, Dist. Pudukkottai",0,,Govt.,Camps,,
31,"Govt. Hospital, Thiruthuraipoondi BSU","-, Thiruthuraipoondi , Dist. Thiruvarur",0,,Govt.,Camps,,
32,"Govt. Hospital, Thuvakudi BSU","-, Thuvakudi , Dist. Tiruchirappalli",0,,Govt.,Camps,,
33,"Govt. Hospital, Tiruthani BSU","-, Tiruthani, Dist. Thiruvallur",0,,Govt.,Camps,,
34,"Govt. Hospital, Valapadi BSU","-, Valapadi, Dist. Salem",0,,Govt.,Camps,,
35,"Govt. Hospital, Vedaranyam BSU","-, Vedaranyam, Dist. Nagapattinam",0,,Govt.,Camps,,
36,"Govt. Hospital, Viralimalai BSU","-, Viralimalai, Dist. Pudukkottai",9444417669,,Govt.,Camps,,
37,Guruvareddyur BSU,"-, Guruvareddyur, Dist. Erode",9600332820,,Govt.,Camps,,
38,Haemecare Blood Centre,"No. 6, Old No. 18, Secound Floor, 4th Lane, Uthamar Gandhi Road, Nungambakkam, Chennai District., Chennai, Dist. Chennai",9865333337,,Charitable/Vol,Camps,,
39,Helpline Blood Bank and Component Centre,"First Floor, 23C, W.G.C Road, Thoothukudi District, Thoothukudi, Dist. Thoothukkudi",9042213322,,Charitable/Vol,Camps,,
40,HOSUR BLOOD CENTRE,"27B/2-A,First Floor,Kamaraj Colony,2nd Cross Street, HOSUR, Dist. Krishnagiri",9566700474,,Charitable/Vol,Camps,,
41,IMA Rotary Masonic Midtown Mahaveer Blood Centre,"92,Syrian Church Road, 1st floor, Coimbatore, Dist. Coimbatore",4362273456,,Charitable/Vol,Camps,,
42,Indian Blood Centre,"19/36,Nehruji nagar 2nd street, Dindigul, Dindigul, Dist. Dindigul",9841744255,,Private,Camps,,
43,"Indian Red Cross Society Blood Centre, Thanjavur","43, Medical College Road, Thanjavur, Thanjavur, Dist. Thanjavur",0,,Red Cross,Camps,,
44,Indira Medical College and Hospitals Run by Indira Educational and Charitable Trust,"S.No. 471/1, 471/2, 471/3, 474/1, 474/2A, First Floor Next to IC Complex, No. 1, V.G.R Gardens, V.G.R Nagar, Pandur, Thiruvallur District, Pandur, Dist. Thiruvallur",7305986393,,Charitable/Vol,Camps,,
45,Iruvelpattu  BSU,"-, Iruvelpattu , Dist. Kallakurichi",9443987586,,Govt.,Camps,,
46,Jamuna Blood Centre,"M/s Jamuna Blood Centre, A unit of Chandrayya Memorial Trust, Plot No 2, First Floor  and Secon Floor, Palaniyappa Nagar, Ranga Garden, Korattur, Chennai District, Chennai, Dist. Chennai",o,,Charitable/Vol,Camps,,
47,J R Medical College and Hospital,"A Unit of Azvargal Aaivu Maiyam Trust, 2nd Floor, J.R Medical Colage and Hospital Building, Hari Narayan Puram, Kiledaiyalam Village, Tindivanam Taluk, Villupuram District., Villupuram, Dist. Viluppuram",0,,Charitable/Vol,Camps,,
48,Kadalady (BSU),Dist. Tiruvannamalai,0,,Govt.,Camps,,
49,Kadayam (BSU),Dist. Tirunelveli,0,,Govt.,Camps,,
50,Kadugur BSU,"-, Kadugur, Dist. Ariyalur",0,,Govt.,Camps,,
51,Kalayarkoil (BSU),Dist. Sivaganga,0,,Govt.,Camps,,
52,Kallandiri BSU,"-, Kallandiri, Dist. Madurai",9847241901,,Govt.,Camps,,
53,Kallur (BSU),Dist. Tirunelveli,0,,Govt.,Camps,,
54,Kanakesa Thevar Memorial Hospital Blood Bank,"No 66, Chinnaiah Street, Pattukottai, Pattukottai, Dist. Thanjavur",0,,Private,Camps,,
55,Kandamanadi (BSU),Dist. Viluppuram,0,,Govt.,Camps,,
56,Kannankurichi (BSU),Dist. Salem,0,,Govt.,Camps,,
57,Kannivadi BSU,"-, Kannivadi, Dist. Dindigul",0,,Govt.,Camps,,
58,Karaikadu BSU,"-, Karaikadu, Dist. Cuddalore",0,,Govt.,Camps,,
59,Karimangalam BSU,"-, Karimangalam, Dist. Dharmapuri",9791429023,,Govt.,Camps,,
60,Kariyalur BSU,"-, Kariyalur, Dist. Kallakurichi",0,,Govt.,Camps,,
61,Karpaga Vinayaga Institute Of Medical Science And Research Cent,"G.S.T ROAD,NO.100,MOOSIVAKKAM VILLAGE, CHINNAKOLAMBAKKAM,PALAYANOOR POST MADURANTHAGAM, Kancheepuram, Dist. Kanchipuram",9443136188,,Charitable/Vol,Camps,,
62,Karungulam (BSU),Dist. Thoothukkudi,9887416664,,Govt.,Camps,,
63,Karur Blood Centre,"D. No. 196 Ground, First and Second Floor,  Kamarajapuram West, Karur, Dist. Karur",0,,Charitable/Vol,Camps,,
64,Kasturba Hospital Blood Centre,"Kasturba Hospital Blood Centre, Run by Gandhigram Trust, Gandhigram, Dindugul, Dist. Dindigul",0,,Charitable/Vol,Camps,,
65,Kattuputhur (BSU),Dist. Tiruchirappalli,0,,Govt.,Camps,,
66,Keeramangalam BSU,"-, Aranthangi, Dist. Pudukkottai",9789945687,,Govt.,Camps,,
67,Kelamangalam BSU,"-, Kelamangalam, Dist. Krishnagiri",9842849575,,Govt.,Camps,,
68,"K. Govindasamy Naidu Memorial Trust, Kg. Hospital","No.5, Arts College Road, Coimbatore District., Coimbatore, Dist. Coimbatore",9047008704,,Private,Camps,,
69,KMCH Specialty Hospital Blood Bank Unit of Kovai Medical Centre and Hospital Ltd,"No. 16, Palaniappa Street, Erode, Erode, Dist. Erode",0,,Private,Camps,,
70,KMR Blood Centre (Run By Kmr Charitable Trust),"113A, (First Floor) Arulandha Nagar 7th cross, Rohini Hospital Near, Thanjavaur, Dist. Thanjavur",0,,Charitable/Vol,Camps,,
71,Kolakanatham (BSU),Dist. Perambalur,0,,Govt.,Camps,,
72,Komaralingam (BSU),Dist. Tiruppur,9944412222,,Govt.,Camps,,
73,Konerirajapuram BSU,"-, Konerirajapuram, Dist. Nagapattinam",0,,Govt.,Camps,,
74,Kongu Nadu Hospital Pvt.Ltd.,"No 336, 353, Dr. Rajendra Prasad Road, (100 feet Road), Coimbatore District., Coimbatore, Dist. Coimbatore",8903232200,,Private,Camps,,
75,Kothanallur BSU,"-, Nagercoil, Dist. Kanyakumari",0,,Govt.,Camps,,
76,KR Blood Centre,"KR Blood Centre, 93F, Ground Floor, Mettupalayam Road, Periyanaickenpalayam, Dist. Coimbatore",8883246777,,Private,Camps,,
77,Kugalur BSU,"-, Kugalur, Dist. Erode",0,,Govt.,Camps,,
78,Kumaran Blood Centre,"Twins Chambers, 825, Poonamallee High Rd, Kilpauk, , Chennai, Tamil Nadu, Dist. Chennai",9443244774,,Private,Camps,,
79,Kunnathur  (BSU),Dist. Tiruppur,0,,Govt.,Camps,,
80,Kurinji Hospital Blood Centre,"No. 4/118/1, Second Floor, Northeast Corner, Kurinji Hospital Campus, Reddiyur Block No. 1, Dr. T. J. Salai, Five Roads, Salem, Salem, Dist. Salem",0,,Private,Camps,,
81,Kuttakuzhi BSU,"-, Nagercoil, Dist. Kanyakumari",0,,Govt.,Camps,,
82,Lalapet (BSU),Dist. Vellore,0,,Govt.,Camps,,
83,Leonard Hospital,"Batlagundu, Dindigul, Dist. Dindigul",7402323555,,Private,Camps,,
84,Life Cell International (P)Ltd.,"S.No.48, Keelakottaiyur Village, Kelambakkam, VandalurRoad, Chennai, Dist. Chennai",0,,Private,Camps,,
85,Life Line Blood Centre And Research Centre (Run By Subashtika Charitable Society),"3rd Floor, Sri Sudharsan Hospital, No.4, Salai Street, Vannarpettai, Tirunelveli District, Tirunelveli, Dist. Tirunelveli",9843053255,,Charitable/Vol,Camps,,
86,Lions Club Of Coimbatore Legend Blood Centre Research Centre,"Red Rase Tower No.422 DB Road, R.S. Puram, Coimbatore, Dist. Coimbatore",0,,Private,Camps,,
87,Lions District B Blood Bank,"M/S Lions District 324 B1 Blood Bank, , Old No. 472/1, New No.30, Ground  First Floor, Ponnay Street, Lions Club Road, Ram Nagar, Coimbaore District., Coimbatore, Dist. Coimbatore",0,,Charitable/Vol,Camps,,
88,Lotus Blood Centre (Lotus Apollo Hospital),"Poonthurai Main Road, Erode, Dist. Erode",9941917505,,Private,Camps,,
89,Madhanur (BSU),Dist. Vellore,0,,Govt.,Camps,,
90,Madras Egmore Lions Blood Centre And Research Foundation,"No. 130, Marshalls Road Egmore, Chennai, Dist. Chennai",0,,Private,Camps,,
91,Madukkarai/ Arisipalayam BSU,"-, Madukkarai/ Arisipalayam, Dist. Coimbatore",0,,Govt.,Camps,,
92,Mailam (BSU),Dist. Viluppuram,0,,Govt.,Camps,,
93,Mallamkinar (BSU),Dist. Virudhunagar,8870853203,,Govt.,Camps,,
94,Mangalore BSU,"-, Mangalore, Dist. Cuddalore",9787134481,,Govt.,Camps,,
95,Manipal Hospital Blood Bank Manipal Health Enterprises Pvt Ltd,"First Floor, New No VII/151, Old No III/120 Vellakalpatty, Dalmia Board, Salem - Bangalore Highway, Salem District, Salem, Dist. Salem",9443177063,,Private,Camps,,
96,Marthandam Voluntary Blood Centre,"2/64, AIFB Hospital Building, Junction Main Raad, Marthandam, Kanyakumari District, Kanyakumari, Dist. Kanyakumari",7708020009,,Charitable/Vol,Camps,,
97,Maruthi Blood Bank with Component Centre,"No. 5/610/2, K.R Plaza, First Floor, Opp. Collector Office, Salem Main Road, Near Bus Stop, Dharmapuri District., Dharmapuri, Dist. Dharmapuri",0,,Charitable/Vol,Camps,,
98,Maruthi Blood Centre And Research Foundation,"Door No. 5, 5/1, Srinivasa Complex, First Floor, Ram Nagar, Meyyanur, Salem, Salem, Dist. Salem",0,,Charitable/Vol,Camps,,
99,M.C.Palli BSU,"-, M.C.Palli, Dist. Krishnagiri",9943903500,,Govt.,Camps,,
100,Medavakkam (BSU),Dist. Kanchipuram,4427261096,,Govt.,Camps,,
101,"Meenakshi Blood Centre, (Run By Ayyamperumal AND K. Dakshinamoorthy Trust)","4215, 4th south street,  Pudukkottai, Pudukottai, Dist. Pudukkottai",0,,Charitable/Vol,Camps,,
102,Meenakshi Medical College Hospital And Research Institute,"Pettai Enathur, Kancheepuram, Dist. Kanchipuram",8113056731,,Charitable/Vol,Camps,,
103,Meensuruti BSU,"-, Meensuruti, Dist. Ariyalur",0,,Govt.,Camps,,
104,Melmaruvathur Adiparasakthi Institute Of Medical Sciences AND Research,"MAPIMS, CHENGALPATTU  DISTRICT, Melmaruvathur, Dist. Chengalpattu",9790799599,,Charitable/Vol,Camps,,
105,Melur BSU,"-, Melur, Dist. Kallakurichi",0,,Govt.,Camps,,
106,MGM Health Care Pvt Ltd.,"Utility Block, 2nd Floor, No-72, Nelson Manickam Road, Aminjikarai, Chennai, Chennai, Dist. Chennai",8760593382,,Private,Camps,,
107,"Military Hospital, Wellington","Military Hospital, Wellington, The Nilgiris, Dist. The Nilgiris",0,,Govt.,Camps,,
108,Miot Hospital,"No. 4/112 Mount Poonamelle Road Manapakkam, Chennai, Dist. Chennai",9566156041,,Private,Camps,,
109,Mohanur (BSU),Dist. Namakkal,7402323111,,Govt.,Camps,,
110,"M/s Annaii Medical College AND Hospital,a unit of Sri Devi Karumariamman education trust","First Floor of Dhanvanthri Block,Survey No. 116/1A,116/3A,116/4,116/5, Pennalur village, Sriperumbudur Taluk,Kancheepuram District,Tamilnadu, Kancheepuram, Dist. Kanchipuram",0,,Charitable/Vol,Camps,,
111,Ms. Madurai Voluntary Blood Bank and Research Centre,"M/s. Madurai Voluntary Blood Bank and Research Centre, Run by Subastika Charitable Society, No. 42, Ground Floor, Kakkan Street, Shenoy Nagar, Madurai District., Madurai, Dist. Madurai",0,,Charitable/Vol,Camps,,
112,Mugaiyur  BSU,"-, Mugaiyur , Dist. Kallakurichi",9443747377,,Govt.,Camps,,
113,Mulanur (BSU),Dist. Tiruppur,0,,Govt.,Camps,,
114,Muthu Blood Centre (Muthu Charitable Trust),"No.153 Mettu St Opp to Vegetable Market, Perambalur, Dist. Perambalur",0,,Charitable/Vol,Camps,,
115,Muthur  (BSU),Dist. Tiruppur,0,,Govt.,Camps,,
116,Naducauvery (BSU),Dist. Thanjavur,0,,Govt.,Camps,,
117,Nagalapuram BSU,"-, Koilpatti, Dist. Thoothukkudi",9942397788,,Govt.,Camps,,
118,Nainarkovil (BSU),Dist. Ramanathapuram,7598191494,,Govt.,Camps,,
119,Namakkal Bharath Blood Bank and Research Centre,"Run by Namakkal Bharath Medical Service Trust, TS. No. 40, Plot No 26, Block 24, State Bank Colony, Trichy Main Road, Namakkal, Dist. Namakkal",0,,Charitable/Vol,Camps,,
120,Nandha Medical College and Hospital Blood Centre,"Run by Sri Nandha Educational Trust, No. 252/7B, 1st Floor, Hospital Block, Nandha Meidcal College and Hospital Campus, Perundurai Main Road, Pichandampalayam Post, Erode District., Erode, Dist. Erode",8754047780,,Charitable/Vol,Camps,,
121,Nangavalli (BSU),Dist. Salem,9940156040,,Govt.,Camps,,
122,NARUVI HOSPITALS BLOOD BANK,"Collector Office Road, Chennai-Bangalore National Highway, NH48, , Vellore, Dist. Vellore",0,,Private,Camps,,
